Category,Name,Heterogeneous,Many_Small,Few_Big,Avg_Avg,Ratio_Many_Small,Ratio_Few_Big,Ratio_Avg_Avg

10_children,size_10000/random_tree_1,8793.493491,17014.11556,8793.493491,8793.493491,0.5168351807644593,1.0,1.0
10_children,size_10000/random_tree_2,7461.146289,13097.950388,7461.146289,7461.146289,0.5696422774540135,1.0,1.0
10_children,size_10000/random_tree_3,4482.258197,-1.0,4300.420648,4770.653627,not_computed,1.0422836656885106,0.9395480257950826
10_children,size_15000/random_tree_1,11289.494522,20124.664826,11289.494522,11289.494522,0.560978014769944,1.0,1.0
10_children,size_15000/random_tree_2,7438.750147,-1.0,7693.338711,8551.198158,not_computed,0.9669079220916157,0.869907352110738
10_children,size_15000/random_tree_3,11450.617182,-1.0,11181.305883,11181.305883,not_computed,1.0240858538186903,1.0240858538186903
10_children,size_20000/random_tree_1,7711.891047,-1.0,7602.978091,10142.868965,not_computed,1.014325038780386,0.7603264001153347
10_children,size_20000/random_tree_2,11984.444062,-1.0,12420.440745,12920.759686,not_computed,0.9648968428776962,0.9275340114084373
10_children,size_20000/random_tree_3,6717.027861,-1.0,7617.419498,9398.587091,not_computed,0.8817983390259124,0.7146848559218186
10_children,size_25000/random_tree_1,9719.507222,-1.0,10154.858162,12572.866395,not_computed,0.9571288015002409,0.7730542039216508
10_children,size_25000/random_tree_2,9080.219832,-1.0,8054.936338,10495.314242,not_computed,1.1272863559657347,0.8651689337383444
10_children,size_25000/random_tree_3,16291.847868,-1.0,14485.480384,16239.534253,not_computed,1.1247019385007921,1.0032213740976184
10_children,size_5000/random_tree_1,7178.899456,21717.088422,7178.899456,7178.899456,0.3305645451407556,1.0,1.0
10_children,size_5000/random_tree_2,5013.587893,8948.647571,5013.587893,5013.587893,0.5602620790707638,1.0,1.0
10_children,size_5000/random_tree_3,7190.51963,27050.656895,7190.51963,7190.51963,0.26581682130348133,1.0,1.0
all_large,size_10000/random_tree_1,130016.094875,135219.389233,121417.615649,229069.134664,0.9615196135146412,1.0708173948239676,0.5675845201306077
all_large,size_10000/random_tree_10,233755.086366,233755.086366,214017.086366,261128.730103,1.0,1.0922262812523538,0.8951718421553894
all_large,size_10000/random_tree_2,249096.174983,290113.51486,263088.738126,346652.191773,0.8586162388994745,0.9468142831096837,0.7185766624147495
all_large,size_10000/random_tree_3,239181.1767,249960.356917,205314.91498,275854.894996,0.956876440928674,1.1649478885803253,0.8670543138394127
all_large,size_10000/random_tree_4,205739.464424,247132.018125,222952.544397,231999.888734,0.8325083329345713,0.9227948709015424,0.8868084616190961
all_large,size_10000/random_tree_5,177198.742403,203841.62701,174991.772242,216320.206551,0.8692961540888164,1.0126118510186177,0.8191502089807008
all_large,size_10000/random_tree_6,191976.73956,191761.176817,200485.879596,263709.614092,1.001124120880869,0.9575574097629876,0.7279853645875244
all_large,size_10000/random_tree_7,241764.418798,271229.954851,231122.536769,273988.543591,0.8913632674931246,1.0460443285962902,0.8823887876089337
all_large,size_10000/random_tree_8,236811.476373,236811.476373,213987.602006,285463.026028,1.0,1.1066597978249229,0.8295696982829995
all_large,size_10000/random_tree_9,225105.730084,284244.384327,264568.778903,345041.492833,0.7919443355652515,0.8508401143074085,0.6524019132764161
all_large,size_2000/random_tree_1,109398.918629,157908.918629,109398.918629,109398.918629,0.6927975923008372,1.0,1.0
all_large,size_2000/random_tree_10,74746.340503,74746.340503,80815.629122,84379.625786,1.0,0.9248995685000763,0.8858339890315284
all_large,size_2000/random_tree_2,81368.476813,81368.476813,87683.728201,87683.728201,1.0,0.9279769289288958,0.9279769289288958
